gs_citations,is_intro_pres,is_meth_pres,is_res_pres,no_images,no_tables,no_alg,no_equations,fund_avail,accept_avail,suppl_info,link_to_code,target,index_terms
1,1,1,1,13,2,0,0,1,1,1,0,1,"Information systems, Information storage systems, Information storage technologies, Storage class memory, Phase change memory, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, File systems management"
2,1,1,0,15,2,0,2,1,1,1,0,1,"Computer systems organization, Architectures, Distributed architectures, Hardware, Communication hardware, interfaces and storage, Networking hardware, Networks, Network services, In-network processing"
2,1,1,1,10,6,1,3,0,1,1,1,1,
1,1,1,0,12,2,0,0,1,1,1,1,1,"Software and its engineering, Software notations and tools, Compilers, Source code generation, General programming languages, Language types, Data flow languages, Distributed programming languages, Parallel programming languages"
1,1,1,0,10,3,0,0,0,1,1,0,1,"Computing methodologies, Distributed computing methodologies, Parallel computing methodologies"
4,1,1,1,6,0,0,22,1,1,1,1,1,"Applied computing, Physical sciences and engineering, Earth and atmospheric sciences"
0,1,1,0,17,3,0,4,1,1,1,1,1,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, Other architectures, Heterogeneous (hybrid) systems, Computing methodologies, Machine learning, General and reference, Cross-computing tools and techniques, Performance"
2,1,1,1,11,3,2,4,1,1,1,1,1,"Computing methodologies, Symbolic and algebraic manipulation, Symbolic and algebraic algorithms, Linear algebra algorithms, Mathematics of computing, Mathematical analysis, Numerical analysis, Computations on matrices, Mathematical software, Mathematical software performance, Theory of computation, Computational complexity and cryptography, Communication complexity, Models of computation, Concurrency, Distributed computing models"
1,1,1,0,14,2,2,0,1,1,1,1,1,
2,1,1,0,15,0,3,0,1,1,1,1,1,"Computing methodologies, Machine learning, Parallel computing methodologies, Parallel algorithms, Shared memory algorithms, Mathematics of computing, Mathematical analysis, Numerical analysis, Automatic differentiation, Software and its engineering, Software notations and tools, Compilers, Source code generation, Theory of computation, Models of computation, Concurrency, Parallel computing models"
3,1,1,0,8,4,0,0,1,1,0,1,1,"General and reference, Cross-computing tools and techniques, Metrics, Social and professional topics, Professional topics, Computing industry, Industry statistics, Computing profession, Computing occupations, User characteristics, Gender, Geographic characteristics"
0,1,1,0,11,4,4,0,0,1,1,1,1,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Process management, Power management"
0,1,0,0,6,0,0,0,1,1,1,1,1,
3,1,0,0,13,4,0,2,1,1,1,1,1,"Computer systems organization, Architectures, Parallel architectures, Single instruction, multiple data, Computing methodologies, Machine learning, Machine learning approaches, Neural networks"
0,1,1,1,11,8,6,0,1,1,1,1,1,"Theory of computation, Design and analysis of algorithms, Parallel algorithms, Massively parallel algorithms"
0,1,1,0,9,6,2,3,0,1,1,1,1,"Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging"
2,1,1,0,23,3,0,3,1,1,1,1,1,
1,1,1,0,10,0,0,12,1,1,1,0,1,"Computer systems organization, Architectures, Distributed architectures, General and reference, Cross-computing tools and techniques, Performance, Mathematics of computing, Probability and statistics, Statistical paradigms, Queueing theory"
0,1,1,0,15,4,1,0,0,1,1,1,1,"Computer systems organization, Architectures, Parallel architectures, Interconnection architectures"
0,1,1,0,14,4,0,0,0,1,0,1,1,"Information systems, Information storage systems"
0,1,1,0,12,1,0,0,0,1,0,0,1,"Information systems, Data management systems, Database management system engines, Main memory engines, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Process management, Concurrency control"
0,1,1,0,16,1,2,6,1,1,0,1,1,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, Networks, Network algorithms, Control path algorithms, Network resources allocation, Traffic engineering algorithms, Theory of computation, Design and analysis of algorithms, Approximation algorithms analysis, Scheduling algorithms"
0,1,1,0,12,0,0,1,1,1,0,1,1,"Information systems, Information retrieval, Information retrieval query processing, Security and privacy, Security services, Privacy-preserving protocols"
0,1,1,0,9,1,0,0,1,1,0,1,1,"Security and privacy, Security services, Privacy-preserving protocols, Systems security, Distributed systems security"
1,1,1,0,12,3,0,0,0,1,0,1,1,"Hardware, Integrated circuits, Semiconductor memory, Non-volatile memory, Software and its engineering, Software notations and tools, Compilers, Runtime environments"
1,1,1,0,3,6,0,0,0,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Availability, Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging, Software organization and properties, Software functional properties, Formal methods, Automated static analysis"
2,1,1,0,10,4,0,0,0,1,0,1,1,"Networks, Network types, Data center networks, Security and privacy, Systems security, Distributed systems security, Software and its engineering, Software organization and properties, Software functional properties, Correctness, Consistency"
0,1,0,0,0,0,0,0,1,1,0,0,1,"Computer systems organization, Embedded and cyber-physical systems, Embedded systems, Embedded hardware, Embedded software, Firmware, Hardware, Emerging technologies, Emerging interfaces, Information systems, Information storage systems, Information storage technologies, Storage class memory, Flash memory"
1,1,1,0,10,5,2,0,1,1,0,1,1,
0,1,1,0,11,7,2,0,1,1,0,1,1,"Security and privacy, Software and application security, Theory of computation, Semantics and reasoning, Program reasoning, Program analysis"
2,1,1,0,10,2,0,0,0,1,0,1,1,"Hardware, Integrated circuits, Semiconductor memory, Non-volatile memory, Information systems, Information storage systems, Information storage technologies, Storage class memory, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, File systems management"
0,1,1,0,10,3,0,0,0,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Availability, Embedded and cyber-physical systems, System on a chip, Information systems, Information storage systems, Information storage technologies, Storage class memory, Storage architectures, Distributed storage, Networks, Network components, End nodes, Network adapters, Social and professional topics, Professional topics, Management of computing and information systems, File systems management"
0,1,1,0,15,4,1,0,0,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, General and reference, Cross-computing tools and techniques, Performance, Software and its engineering, Software notations and tools, Compilers"
0,1,1,0,13,1,0,1,1,1,0,1,1,"Security and privacy, Database and storage security"
3,1,1,0,8,2,2,0,1,1,0,0,1,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, Networks, Network services, Programmable networks"
3,1,1,0,9,6,0,0,1,1,0,0,1,"Security and privacy, Formal methods and theory of security, Logic and verification, Systems security, Operating systems security, Virtualization and security, Software and its engineering, Software creation and management, Software verification and validation, Formal software verification, Software organization and properties, Contextual software domains, Operating systems, Software infrastructure, Virtual machines, Software functional properties, Formal methods, Software verification"
0,1,1,0,10,2,0,0,0,1,0,0,1,"Computer systems organization, Architectures, Parallel architectures, Multicore architectures, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Process management, Mutual exclusion, Software functional properties, Correctness, Synchronization, Theory of computation, Models of computation, Concurrency"
1,1,1,0,7,0,1,0,0,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Security and privacy, Database and storage security, Systems security, Distributed systems security"
2,1,1,0,14,6,0,0,1,1,0,1,1,"Software and its engineering, Software notations and tools, General programming languages, Language types, Parallel programming languages, Software organization and properties, Software functional properties, Correctness"
0,1,1,0,14,1,0,0,0,1,0,1,1,"Information systems, Information storage systems, Storage architectures, Distributed storage, Storage replication"
3,1,1,0,14,9,0,0,0,1,0,1,1,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, Dependable and fault-tolerant systems and networks, Information systems, Information storage systems, Storage architectures, Distributed storage"
3,1,1,0,13,6,1,0,1,1,0,0,1,
0,1,1,0,13,5,1,3,1,1,0,0,1,
0,1,1,1,8,1,0,2,0,1,0,1,1,
2,1,0,0,14,3,0,0,1,1,0,0,1,
1,1,1,0,10,6,2,0,0,1,0,1,1,
0,1,1,1,10,1,1,2,1,1,0,1,1,
3,1,1,1,23,8,3,0,0,1,0,1,1,
0,1,1,0,10,5,1,0,1,1,0,1,1,
0,1,1,0,17,3,1,0,1,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Single instruction, multiple data"
1,1,1,1,6,0,0,0,0,1,0,1,1,
1,1,1,0,11,1,0,0,0,1,0,1,1,
0,1,1,0,11,4,1,1,0,1,0,1,1,
0,1,1,0,9,3,0,0,1,1,0,1,1,"Security and privacy, Systems security, Information flow control"
1,1,1,1,9,4,2,0,1,1,0,0,1,
1,1,1,0,13,4,0,38,1,1,0,1,1,"Computing methodologies, Modeling and simulation, Model development and analysis, Modeling methodologies"
1,1,1,0,13,5,0,0,1,1,0,1,1,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Memory management, Virtual memory"
3,1,1,0,10,4,0,5,0,1,0,1,1,
1,1,1,1,13,2,0,0,0,1,0,1,1,
0,1,1,0,20,3,0,0,1,1,0,0,1,
1,1,1,1,11,1,0,0,0,1,0,0,1,"General and reference, Cross-computing tools and techniques, Performance"
3,1,1,0,2,0,0,0,0,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers"
3,1,1,0,27,1,0,0,0,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers"
6,1,1,0,10,2,0,0,0,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers"
1,1,1,1,3,1,1,0,0,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers"
0,1,1,0,6,2,3,0,0,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers"
1,1,0,0,17,2,0,0,0,1,0,1,1,
9,1,1,0,12,1,0,0,0,1,0,1,1,"Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging"
4,1,0,1,12,1,0,0,0,1,0,1,1,
5,1,1,1,14,1,2,11,0,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers"
2,1,1,0,6,1,0,0,0,1,0,0,1,"Mathematics of computing, Mathematical analysis, Numerical analysis, Arbitrary-precision arithmetic, Interval arithmetic, Software and its engineering, Software notations and tools, Compilers"
4,1,1,0,3,4,2,0,0,1,0,1,1,"Computing methodologies, Machine learning, Software and its engineering, Software creation and management, Software development techniques, Reusability, Software product lines, Software organization and properties, Extra-functional properties, Software performance"
1,1,1,0,12,1,5,0,1,1,0,1,1,"Software and its engineering, Software creation and management, Search-based software engineering, Software development techniques, Reusability, Software product lines, Theory of computation, Randomness, geometry and discrete structures, Random walks and Markov chains"
1,1,1,0,4,2,0,1,1,0,0,1,1,"Computing methodologies, Modeling and simulation, Simulation evaluation"
1,1,1,1,5,2,0,0,0,1,1,1,1,"Theory of computation, Formal languages and automata theory, Automata extensions, Transducers, Automata over infinite objects, Logic, Abstraction, Logic and verification, Verification by model checking"
8,1,1,0,4,1,0,0,1,1,1,1,1,"Networks, Network protocols, Protocol correctness, Transport protocols"
0,1,1,1,2,11,0,0,1,1,1,1,1,"Networks, Network services, Programmable networks"
9,1,1,0,14,4,0,0,1,1,1,1,1,"Networks, Network performance evaluation, Network measurement"
1,1,1,0,23,2,0,0,1,1,1,1,1,"Computing methodologies, Machine learning, Machine learning approaches, Neural networks, Modeling and simulation, Simulation types and techniques, Massively parallel and high-performance simulations, Networks, Network performance evaluation, Network performance modeling, Network simulations"
10,1,1,0,27,9,0,0,1,1,1,1,1,"Networks, Network performance evaluation, Network measurement, Network performance analysis, Network types, Mobile networks"
1,1,1,0,5,2,0,0,1,1,1,1,1,"Networks, Network components, Middle boxes / network appliances, Network properties, Network privacy and anonymity, Network services, Programmable networks"
1,1,0,0,0,0,0,0,0,1,1,0,1,"Networks, Network properties, Network reliability, Network structure"
2,1,1,0,13,0,3,0,1,1,1,1,1,"Networks, Network performance evaluation, Network simulations, Network properties, Network reliability, Network services, Network management, Theory of computation, Logic, Logic and verification, Modal and temporal logics"
0,1,1,0,11,1,0,0,1,1,1,1,1,"Networks, Network protocols, Transport protocols, Theory of computation, Logic, Automated reasoning"
2,1,1,0,7,13,1,0,1,1,1,1,1,"Networks, Network protocols, Protocol correctness, Formal specifications"
11,1,1,0,22,2,4,0,1,1,1,1,1,"Computer systems organization, Architectures, Distributed architectures, Computing methodologies, Machine learning"
5,1,0,0,3,0,0,0,1,1,1,1,1,"Computer systems organization, Architectures, Other architectures, Reconfigurable computing, Serial architectures, Pipeline computing, Networks, Network properties, Network dynamics, Network services, Programmable networks, Software and its engineering, Software notations and tools, General programming languages, Language types, Concurrent programming languages, Distributed programming languages, Software organization and properties, Software system structures, Abstraction, modeling and modularity"
6,1,1,0,13,2,2,6,1,1,1,1,1,"Networks, Network services, Network management, Theory of computation, Theory and algorithms for application domains, Machine learning theory, Reinforcement learning"
1,1,1,0,13,2,0,13,0,1,1,1,1,"Networks, Network architectures, Network design principles, Network performance evaluation, Network performance modeling, Network types, Data center networks"
2,1,1,0,15,1,0,0,1,1,1,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Computing methodologies, Distributed computing methodologies"
6,1,0,0,3,2,0,0,1,1,1,0,1,"Hardware, Communication hardware, interfaces and storage, Networking hardware, Networks, Network performance evaluation, Network performance analysis, Network protocols, Transport protocols, Network types, Data center networks"
5,1,1,0,16,2,2,1,1,1,1,1,1,"Networks, Network algorithms, Data path algorithms, Packet scheduling, Network services, In-network processing, Programmable networks, Network types, Data center networks"
2,1,0,0,18,1,1,6,1,0,1,0,1,"Computing methodologies, Computer graphics, Shape modeling, Mesh models, Point-based models, Machine learning, Machine learning approaches, Neural networks"
4,1,1,0,10,2,0,4,1,0,1,1,1,"Computing methodologies, Computer graphics, Shape modeling, Parametric curve and surface models, Machine learning, Machine learning approaches, Neural networks"
2,1,1,1,0,4,0,0,0,0,1,0,1,"Applied computing, Arts and humanities, Fine arts"
3,1,0,1,10,0,6,1,0,0,1,0,1,"Computing methodologies, Computer graphics, Animation, Physical simulation, Shape modeling, Mathematics of computing, Continuous mathematics, Topology, Geometric topology, Mathematical analysis, Differential equations, Partial differential equations, Numerical analysis"
0,1,1,1,2,0,0,15,1,0,1,0,1,"Computing methodologies, Computer graphics, Shape modeling"
0,1,1,0,8,3,3,0,1,1,0,1,1,"Security and privacy, Network security, Mobile and wireless security"
0,1,1,1,7,7,0,0,1,1,0,1,1,"Security and privacy, Intrusion/anomaly detection and malware mitigation, Intrusion detection systems, Network security, Mobile and wireless security, Security services, Authentication, Multi-factor authentication"
1,1,0,0,2,2,0,0,1,1,0,1,1,"Security and privacy, Cryptography, Key management, Network security, Mobile and wireless security, Security protocols"
2,1,1,0,10,0,0,0,1,1,0,0,1,"Software and its engineering, Software notations and tools, Compilers"
0,1,0,0,6,3,0,0,0,1,0,0,1,"Hardware, Hardware test, Test-pattern generation and fault simulation, Robustness, Fault tolerance, System-level fault tolerance"
5,1,1,0,4,1,0,0,0,1,0,1,1,"Computer systems organization, Architectures, Serial architectures, Software and its engineering, Software notations and tools, Compilers, Retargetable compilers, Theory of computation, Semantics and reasoning, Program reasoning, Invariants, Program verification, Program semantics, Operational semantics"
0,1,1,0,6,2,0,0,1,1,0,1,1,"Computer systems organization, Embedded and cyber-physical systems, Embedded systems, Embedded software, Real-time systems, Real-time languages, Real-time system specification, Software and its engineering, Software notations and tools, Compilers"
0,1,1,0,14,1,0,1,1,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers, Software organization and properties, Contextual software domains, Operating systems, Memory management, Allocation / deallocation strategies, Main memory"
1,1,1,0,17,4,1,0,1,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Reliability"
1,1,1,0,16,0,1,0,1,1,0,0,1,"Networks, Network protocols, Transport protocols"
2,1,1,0,14,1,0,0,0,1,0,1,1,
1,1,1,0,10,1,1,0,1,1,0,1,1,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Memory management, Garbage collection"
5,1,1,0,7,1,0,0,1,1,0,1,1,"Security and privacy, Systems security, Operating systems security, Trusted computing, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems"
4,1,0,0,9,3,1,7,1,1,0,1,1,"Computing methodologies, Machine learning, Parallel computing methodologies, Parallel algorithms, Massively parallel algorithms"
0,1,1,0,2,7,0,0,1,1,0,1,1,
1,1,1,0,9,2,0,0,1,1,0,1,1,"Security and privacy, Systems security, Operating systems security"
9,1,1,0,24,5,0,0,0,1,0,1,1,"Software and its engineering, Software organization and properties, Contextual software domains, Operating systems"
5,1,1,0,12,4,1,3,0,1,0,1,1,
9,1,1,0,10,5,1,0,1,1,0,0,1,
6,1,1,0,10,4,4,0,1,1,0,1,1,"Information systems, Data management systems, Database management system engines, Distributed database transactions"
5,1,1,0,15,2,0,0,0,1,0,1,1,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, Dependable and fault-tolerant systems and networks, Availability, Reliability"
8,1,1,0,11,9,3,0,0,1,0,0,1,
10,1,1,0,1,0,0,0,1,1,0,1,1,"Software and its engineering, Software notations and tools, Compilers, Context specific languages, Scripting languages, Software organization and properties, Software system structures, Software system models, Massively parallel systems"
2,1,1,0,2,3,0,0,0,1,0,1,1,"Software and its engineering, Software creation and management, Software post-development issues, Software reverse engineering, Software organization and properties, Extra-functional properties, Software performance, Theory of computation, Semantics and reasoning, Program reasoning, Program analysis"
4,1,1,0,15,6,0,0,1,1,0,1,1,"Security and privacy, Security in hardware, Hardware security implementation, Software and application security, Systems security"
6,1,1,0,8,5,1,2,1,1,0,1,1,"Computer systems organization, Architectures, Distributed architectures, Cloud computing, Networks, Network types, Data center networks, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Process management, Scheduling"
9,1,1,0,8,2,2,6,1,1,0,1,1,"Computing methodologies, Machine learning, Machine learning approaches, Neural networks, Parallel computing methodologies, Software and its engineering, Software notations and tools, Compilers"
13,1,1,1,12,0,2,4,0,1,0,0,1,"Computer systems organization, Architectures, Other architectures, Quantum computing"
4,1,1,0,15,2,0,0,1,1,0,1,1,"Hardware, Electronic design automation, Hardware description languages and compilation, Integrated circuits, Reconfigurable logic and FPGAs, Software and its engineering, Software notations and tools, Compilers, Software organization and properties, Contextual software domains, Operating systems"
0,1,1,0,4,9,0,1,1,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Reliability, Software and its engineering, Software notations and tools, Software maintenance tools"
4,1,1,0,12,0,2,0,1,1,0,0,1,"Software and its engineering, Software creation and management, Software verification and validation, Software notations and tools, Compilers"
2,1,0,0,2,0,1,0,1,1,0,1,1,"Computer systems organization, Architectures, Other architectures, Quantum computing, Computing methodologies, Artificial intelligence, Knowledge representation and reasoning, Mathematics of computing, Probability and statistics, Probabilistic inference problems, Probabilistic representations, Bayesian networks, Decision diagrams"
11,1,1,0,13,5,2,0,0,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Multicore architectures, Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging, Theory of computation, Logic, Verification by model checking"
1,0,0,0,0,1,0,0,0,1,0,1,1,"Hardware, Emerging technologies, Memory and dense storage, Software and its engineering, Software creation and management, Software verification and validation, Software defect analysis, Software testing and debugging"
9,1,1,0,22,2,2,0,0,1,0,1,1,"Computer systems organization, Architectures, Other architectures, Quantum computing"
4,1,1,1,11,6,2,0,1,1,0,1,1,"Computer systems organization, Architectures, Security and privacy, Security in hardware, Hardware attacks and countermeasures, Side-channel analysis and countermeasures"
2,1,1,0,1,13,1,0,0,1,0,1,1,"Security and privacy, Systems security, Operating systems security"
1,1,1,0,5,6,1,0,1,1,0,1,1,"Computer systems organization, Dependable and fault-tolerant systems and networks, Processors and memory architectures, Security and privacy, Software and application security, Software security engineering, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Communications management, Message passing"
10,1,1,0,16,2,1,0,1,1,0,1,1,"Hardware, Emerging technologies, Memory and dense storage, Software and its engineering, Software creation and management, Software verification and validation"
0,1,1,1,12,4,1,0,1,1,0,1,1,"Computer systems organization, Architectures, Parallel architectures, Single instruction, multiple data, Software and its engineering, Software notations and tools, General programming languages, Language features, Polymorphism"
6,1,1,0,10,2,0,0,0,1,0,1,1,"Security and privacy, Software and application security, Systems security, Operating systems security, Software and its engineering, Software organization and properties, Contextual software domains, Operating systems, Communications management, Message passing"
